Data Uji;Prediksi;Label True;Proba Positif;Proba Negatif;;
pantai gunung kidul ombaknya landai cocok bawa anak pasirnya putih bersih;Positif;Positif;0.9995772242546082;0.00041344104101881385;;
salah jajaran pantai cantik daerah gunungkidul ramai pantainya banyak penjual makanan minuman toilet pasirnya putih sunset ciamik dekat pantai sundak krakal kukup sadranan perjalanan jalur patuk jalur selatan disarankan sore weekend;Positif;Positif;0.9999359846115112;6,34E+10;;
tempatnya cocok main air liburan keluarga sunrise ngecamp pas banget;Positif;Positif;0.999670147895813;0.0003234725445508957;;
parkir kendaraan diatas gitu jalan kaki kebawahh jauh sih good banget viewnya sunset gitu jos sewa payung tikar makan jugaa banyak warungnya kelapa muda pas surut gitu nyari ikan mahir banyak ahaha berenang oke;Positif;Positif;0.9962645173072815;0.003772593569010496;;
monggo suka ngecamp ngecamp ngecamp mendirikan tenda sore menikmati senja ciptaan maha kuasa diatas bukit mancing asik enakan pas weekday ramai saran sih;Positif;Positif;0.9901300072669983;0.010746998712420464;;
pantai goa cemara pantai selatan berderet pantai depok parangteritis pantai teduh banyak pohon cemaranya pasar tengah hutan cemaranya menawarkan sayur buah buahan lokal parkir luas kamar mandi banyak pendopo acara jalan bagus ramai dikunjungi;Positif;Positif;0.9998000264167786;0.00020573768415488303;;
pantai berpasir putih ombak tenang bagus renang banyak parkir kapal nelayan pelelangan ikan kamar mandi bilas banyak mencukupi;Positif;Positif;0.9991965889930725;0.0008337155450135469;;
baik kesini waktu musim berangin suka ngecamp parkiran luas mending waktu weekend banyak turis lokal kesini sunrise kasat;Positif;Positif;0.9983075857162476;0.0017921413527801633;;
tolong dikodisikan mosok dgang dilarang pdhal kampung;Negatif;Negatif;0.0028047841042280197;0.9972678422927856;;
cantik bangetðÿ˜ sengaja kesini pagi mumpung sepi jembatan barunya nyebrang pulau drini pagi airnya pasang jam an airnya surut jalan agak tengah hati hati banyak terumbu karang hewan lautnya jaga kelestariannya buang sampah sembarangan;Positif;Positif;0.7878544926643372;0.22477518022060394;;
asli pemandangan kelaut netral mamantau ketinggian ombak dekat;Positif;Positif;0.9994326233863831;0.000595230027101934;;
nyaman luas santai;Positif;Positif;0.9997809529304504;0.0002105208404827863;;
so tunggu merasakan indahnya alam hangatnya sunset memukau pencakar langitðÿœ¸;Positif;Positif;0.9995641112327576;0.00041340102325193584;;
kesana menjelang maghrib bebas parkir retribusi sampah bibir pantai lumayan banyak;Negatif;Negatif;0.010085263289511204;0.9897322058677673;;
bagus banget beda pantaiâ² pantai bertebing pasirâ² pantai pemandangannya murni laut langit semenanjung elok âœ¨ menyadari manusia apa²nya dibandingkan alam jalannya bagus aspalan parkiran parkiran pantainya jalan tangga² memudahkan banget jalan aspalnya turun wow curamnyaaa 🙈🙈🙈;Positif;Positif;0.9592287540435791;0.04757573828101158;;
tiket lumayan mahal istimewa pemandangan indah spot foto banyak puas temui disana;Positif;Positif;0.9995459914207458;0.00047822159831412137;;
coba pacu adrenalin mendaki puncak tebing menyaksikan pemandangan laut hati hati bebatuan puncak tebing cenderung tajam perahu keindahan tengah laut nelayan pantai membawa wisatawan perahu salah fenomena langka keluarnya sumber air tawar laut penasaran;Positif;Positif;0.9998278617858887;0.0001746520574670285;;
pantai banyak warung sampah laut jarang dibersihkan view bagus menyusuri bukit;Negatif;Negatif;0.03803219646215439;0.9600444436073303;;
bagus air bersih bawa baju renang kesini makanan ikan bakar;Positif;Positif;0.9956122636795044;0.004564676899462938;;
bagus pasirnya hitam ombaknya banyak area bermain anak;Positif;Positif;0.9245303869247437;0.0845310315489769;;
recomended ngecamp atas pantai dekat parkiran tenda anginnya lumayan;Positif;Positif;0.9999133348464966;9,65E+10;;
pemandangan indah dideket pantai area panjat tebing suka olahraga panjat;Positif;Positif;0.9999426603317261;5,97E+10;;
lov gunung kidul;Positif;Positif;0.9937792420387268;0.005947479512542486;;
pantai sepi nyaman rekreasi istirahat;Positif;Positif;0.9916114211082458;0.007972558960318565;;
kotor semoga menjaga alam indah anugerah sang kuasa;Negatif;Negatif;0.04320862889289856;0.9528225660324097;;
nyaman liburan bareng teman keluarga terdekat banyak mendirikan tenda pinggir pantai akses jalan jauh pusat kota petunjuk arah kanan kiri biar tau jalannya tenang jauh pusat kota akses jalan pantai mulus parkiran pengunjung;Positif;Positif;0.9902251362800598;0.009738591499626637;;
gils emang cuaca bagus epic gokil rekomen pantai tebing;Positif;Positif;0.9937705397605896;0.005564660765230656;;
memiliki pemandangan bagus mencari ikan laut segar;Positif;Positif;0.9998090863227844;0.00019532722944859415;;
tempatnya bagus luas banyak jualan makanan laut udang rumput laut cumi harha parkir motor rupiah bus ribu rupiah pantainya bersahabat main air relatif aman anak anak fasilitas kamar mandi banyak aksesnya jauh pantai overall bagus berkunjung pintu masuknya taman bunga selfi selfi;Positif;Positif;0.999381422996521;0.0006911165546625853;;
pantai luasnya landainya pantai ombak anak menikmati desiran ombak udara sejuk fasilitas betah disana berlama;Positif;Positif;0.9794049263000488;0.02120509184896946;;
jam rumah pantainya bersih sejuk lokasinya bagus selfi bayar ribu main pantai;Positif;Positif;0.9920510649681091;0.008877763524651527;;
rumah makan masakannya enak suop kakap merahnya lobsternya enak;Positif;Positif;0.99315345287323;0.006556824781000614;;
bersih indah cocok wisata keluarga;Positif;Positif;0.9999033212661743;0.00010271518840454519;;
mantul bosque motor mobil parkiran;Positif;Positif;0.9998244643211365;0.00017971293709706515;;
pantai gesing pantai berangkat tugu jogja perjalanan jam melewati jalur indah jalan mulus aspal jalan berlubang perjalanan lelah pantai gesing indah pantai sepi ramai berfoto bocor banyak pengunjung warung makan banyak menu andalannya ikan bakar keripik rumput laut gurih;Positif;Positif;0.9996705055236816;0.00034842066816054285;;
sih pantai anak muda banget putihnya pasir jernihnya air suasana jauh jalan ku berasa pantai pribadi kurang hahaha;Positif;Positif;0.9345443844795227;0.07028501480817795;;
tempatnya instagramable ombaknya pas kesana pas tinggi air krannya asin lengket makanan pinggir pantai murah;Positif;Positif;0.999772846698761;0.0002162250893888995;;
jalan bagus;Positif;Positif;0.749245285987854;0.24866177141666412;;
perjalanan jauh jogja terbayar keindahan laut atas tebing kesirat;Positif;Positif;0.9984355568885803;0.0014337949687615037;;
pantai keren akses mudah;Positif;Positif;0.9988868832588196;0.001128664705902338;;
airnya bening tempatnya gampang jangkau cocok menikmati ombak;Positif;Positif;0.9942016005516052;0.005596594884991646;;
pantainya bersih enak pokoknyaa liburan butuh banget vitamin sea hehe liburan kesini jalannya bagus khawatir hehe;Positif;Positif;0.9999488592147827;5,48E+10;;
pantai eksotis tebing karang reruntuhan benteng kapal nelayan berbaris keunikan tersendiri dipantai menikmati beragam olahan seafood bebas memilih hasil laut nelayan fresh menang menarik menikmati sensasi ombak laut kidul prahu nelayan rban diajak berkeliling menantang ombak;Positif;Positif;0.9986114501953125;0.0013771823141723871;;
lokasinya kulon progo yogyakarta kesini jalan deket pantai glagah banyak taman bunga daerah banyak perkebunan area dekat pantai pas pintu banyak pedagang jualan makanan khas kulon progo pantai pasirnya warna hitam ombaknya banget diujung pantainya pemecah ombaknya kayanya sih taun kedepan pantai glagah lokasinya strategis banget penuh banget pantai glagah pembangungan bandara nyia pembangunan dermaga kulon progo yogyakarta;Positif;Positif;0.9986748695373535;0.0013792673125863075;;
pantainya ramai cocok bnerâ² menikmati suasana pantai pantai tergolong bersih ombaknya banget anginnya jugaaa pasir kecilâ² kadang kebawa angin bagus mobil parkir deket pantai jalan jauh mantap ðÿ˜;Positif;Positif;0.9917529225349426;0.009556726552546024;;
warung jualan harga ngawur;Negatif;Negatif;0.0944710299372673;0.908022403717041;;
suka penuh kenangan asri perbaruan kekinian;Positif;Positif;0.9992424249649048;0.0008231538813561201;;
bagus ni sayangnya waktu airnya surut menyeburkan;Positif;Positif;0.9996194839477539;0.0004027944232802838;;
pantai selatan jawa tepatnya selatan kta purworejo menampilkan lanskap cantik deretan pohon rimbun nampak indah foto sayangnya pantai berpasir hitam kurang perhatian pemerintah daerah pantai kotor penuh sampah kayu sampah makanan;Negatif;Negatif;0.004793599247932434;0.9949694275856018;;
pantai sebelah timur kota yogyakarta tepatnya kabupaten gunungkidul halnya pantai pantai gunungkidul pantai banyak karang ombak menjadikannya unik karang memandang arah lautan warga pengelola jembatan terbuat bambu menyebrang karang pengunjung atas karang aman;Positif;Positif;0.9999511241912842;5,16E+10;;
hamparan pasir pantainya bersih luas cocok banget instragramable ehh kesini sore rekomendasi disamping cuaca panas dapatin sunset indah pesona senjanya mempesona memanjakan behhh pokoknya mahh ðÿ˜;Positif;Positif;0.9998583793640137;0.00015245735994540155;;
pantainya bersih pasirnya halus bersih pemandangannya bagus lupa pakai alas kaki deket air laut banyak batu karangnya sewa tikar payung banyak makan lokasi;Positif;Positif;0.9999053478240967;0.00010011983977165073;;
bersebalahan pantai goa cemara menit perjalanan berpasir hitam lumayan bersih pantai selatan jawa ombaknya agak pantai warung jual makanan kelapa muda harganya bersahabat mencantumkan daftar harga baiknya harga membeli kelapa muda utuh ribu indomie telur ribu makan pinggir pantai uda nikmat banget persewaan atv suka berkendara pasir pantai;Positif;Positif;0.9997319579124451;0.0003418812120798975;;
bagus tempatnya nyaman jalannya adventure ombaknya cocok berkemah pemandangan pantai;Positif;Positif;0.9997636675834656;0.0002719460753723979;;
pantai siung pantai deretan gunung kidul bagus indah kunjungi pantai deretan bukit batu khas gunung kidul amati film jurassic park;Positif;Positif;0.9997658133506775;0.00023950821196194738;;
trip wajib bawa tamu rentcar malaysia negara nonton acara runman request kesini ðÿ˜;Positif;Positif;0.9995561242103577;0.00046314121573232114;;
pantai aman;Positif;Positif;0.9959446787834167;0.003791616065427661;;
tempatnya teduh banyak dudukâ² santai tikar meja cocok piknik keluarga retribusi tergolong murah retribusi ditambah parkir kendaraan roda persewaan atv disediakan jalur lintasan atv bibir pantai;Positif;Positif;0.9996347427368164;0.00039249725523404777;;
pantai tempatnya kuliner ikan seafood segar kapal nelayan;Positif;Positif;0.9996565580368042;0.0003657040069811046;;
pantainya enak berkumpul denfan keluarga bercengkrama tempatnya teduh banyak tanaman buah naga pas banget pas musim buah naga main main pantai pandansari;Positif;Positif;0.996455729007721;0.003412495134398341;;
pantai pasir putih garis pantai cocok bermain air anak jarak parkir pantai dekat lelah berjalan kaki fasilitas lengkap km rumah makan mushollah tersedia sayangnya jalan cor aspal bebatuan aman selebihnya jalan cor aspal;Positif;Positif;0.9958158135414124;0.004365129396319389;;
kurang tertata banyak sampah;Negatif;Negatif;0.0016454651486128569;0.9982315897941589;;
salah deretan pantai indah gunung kidul;Positif;Positif;0.999388575553894;0.0005950522026978433;;
tolong pengelola kebersihan pantai dioptimalkan pengunjung tolong nyampah;Negatif;Negatif;0.007750584743916988;0.9920147657394409;;
pas banget holiday puas pokoknya;Positif;Positif;0.999941349029541;6,05E+10;;
bagus banget waktu suasananya tenang bermain air pantai kebanyakan pantai layak dikunjungi membawa tua anak diharap ekstra hati jalan jalan setapak padang luas foto harus keatas hati hati yah dipakai syuting salah video clip heran pantai suasananya bagus tebing tinggi pemancing mania mencari ikan gua kesirat gua dipakai berdoa;Positif;Positif;0.9940681457519531;0.007067427970468998;;
tempatnya lumayan bersih banyak gazebo cocok wisata keluarga;Positif;Positif;0.9999158382415771;8,97E+10;;
pantainya sepi berasa pantai kayak milik;Positif;Positif;0.9925459027290344;0.0075390879064798355;;
tahun komunitas mengadakan makrab pantai sanglen ngecamp menghabiskan waktu malam akhir acara suasananya seru banget gitu nyaman bersih ngecamp disana kenal kakek nenek jagain pantai kenal anaknya pesan makan nasi bungjus anaknya si kakek nenek;Positif;Positif;0.9992172718048096;0.0007440608460456133;;
tempatnya asri cocok berduaan bareng doi;Positif;Positif;0.999947190284729;5,62E+10;;
bagus sih snorklingnya cetek suka pantai siung;Positif;Positif;0.9998475313186646;0.00014110236952546984;;
pantainya oke ramai tenang nyaman teras kaca;Positif;Positif;0.999257504940033;0.0007444201037287712;;
indah mahakarya tuhan asri;Positif;Positif;0.9999788999557495;2,26E+11;;
ramai pengunjung cocok butuh ketenangan;Positif;Positif;0.983741044998169;0.016370713710784912;;
rekreasi refreshing bareng keluarga pantai baron nikmat pokoknya;Positif;Positif;0.9986943602561951;0.0012399406405165792;;
destinasi oke banget ni wajib datangin uji adrenalin nyebrangin jembatan tali waw deh so gays kelewat jogja;Positif;Positif;0.987234890460968;0.012907330878078938;;
letaknya timur pantai jalannya berbatu jalan corblok pantai terbilang sepi pengunjung fasilitas kamar mandi mushollah parkir pohon teduh pengunjung istirahat menikmati keindahan pantai gubuk pinggir pantai;Positif;Positif;0.9996065497398376;0.0004963407409377396;;
have visited this beach once and absolutely love the scenery air laut bersih banget pasir putih bersih hati hati ombak menyeramkan sedihnya pas kesana salah spot pantai sepi pasang;Positif;Positif;0.9999552965164185;4,63E+10;;
cocok bersantai bakar ikan segar sayang tempatnya kurang bersih;Negatif;Negatif;0.18882432579994202;0.8136935830116272;;
wisata nyaman indah;Positif;Positif;0.9997826218605042;0.00022184746921993792;;
kesana kenal jalan alternatif jalan susur hutan capeknya main terbayarkan manjanya pantai sedahan serasa pantai pribadi;Positif;Positif;0.5226789712905884;0.4791911840438843;;
jaraknya lumayan jauh jogja lokasi pantainya indah terbayar lelah perjalanannya;Positif;Positif;0.998833954334259;0.001114620827138424;;
rekomended pecinta lingkungan hidup hewan;Positif;Positif;0.9997723698616028;0.0002199397567892447;;
pantai indah dikelilingi batu karang tinggi pasir putih indah dipandang terletak gunungkidul jogjakarta recommend liburan kepantai;Positif;Positif;0.999887228012085;0.0001144476918852888;;
fasilitas minim;Negatif;Negatif;0.05069950222969055;0.946584165096283;;
lokasi wisata pantai kurang terawat kotor kumuh;Negatif;Negatif;0.003422604640945792;0.996620774269104;;
pantainya berpasir hitam waktu kesitu ngecamp pantainya sepi masjidnya retribusi murah meriah;Positif;Positif;0.9961951971054077;0.0036561430897563696;;
salah destinasi wisata pantai gunung kidul sayang dilewatkan fasilitas didalamnya recomended banget didatangi;Positif;Positif;0.9639484286308289;0.03692692145705223;;
pantainya bagus ombaknya tenang sepi kasihan penjualnya mari kunjungi obyek wisata lokal tunda mmbantu kehidupan warga;Positif;Positif;0.9994624257087708;0.0005038691451773047;;
cocok liburan santai minggu pagi jualan komplit parkir luas;Positif;Positif;0.9999467134475708;5,43E+10;;
pantai bersih pasir putih pemandanganya indah sore terang;Positif;Positif;0.9999371767044067;6,34E+10;;
ramai libur bagus pantainya aman anak berenang sebatas bibir pantai hehehe;Positif;Positif;0.999578058719635;0.00041189088369719684;;
pantainya bagus lokasi ngecamp cocok lokasi nyaman dingin;Positif;Positif;0.9999731779098511;2,81E+11;;
bagus pantainya pasir putih ukuran garis pantainya sedengan banyak kamping didpn pantai mobil didpn pantai dikanan kiri karang pemecah ombak;Positif;Positif;0.9968922734260559;0.003079204121604562;;
lokasinya agak kurang tertata wisata jaya tahun an;Negatif;Negatif;0.0027727093547582626;0.9972431659698486;;
indah pantainya sayang pemerintah kurang peduli akses jalannya jalannya sempit sisipan bus bikin macet berkunjung peningkatan akses pelebaran jalan kesana;Negatif;Negatif;0.002014663303270936;0.9980844259262085;;
